country,CR,flow,flow_value_avg
NO,-0.19539615823039216,0.39582908853757415,0.7284317199656358
AT,0.20171567846004307,-0.1983581599706402,0.28975613801561345
FR,0.15503491236609912,-0.24601320348459782,0.25645402593132083
DE,0.8838581938905121,0.44830888952530396,-0.1825818994333862
DK,0.06811371701677373,0.12326002925785066,-0.2855131774208249
